date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2021-11-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,cereals and tubers,Millet (finger),353,90 KG,actual,Wholesale,KES,10440,93.34
2021-11-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,7734,69.15
2021-11-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,9720,86.9
2021-11-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4704,42.06
2021-11-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1945,17.39
2021-11-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3270.4,29.24
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2718,24.3
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,Millet (finger),353,90 KG,actual,Wholesale,KES,8156.25,72.92
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5000,44.7
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,6450,57.67
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,6498,58.1
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,6498,58.1
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,6918,61.85
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,9585,85.7
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,2844.45,25.43
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,956.25,8.55
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,780,6.97
2021-11-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3041.6,27.19
2021-12-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3303,29.28
2021-12-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1500,13.3
2021-12-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,7002,62.07
2021-12-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,1050,9.31
2021-12-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,792,7.02
2021-12-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,845,7.49
2021-12-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2880,25.53
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1600,14.18
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1600,14.18
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,7500,66.49
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,9000,79.79
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,6750,59.84
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,9000,79.79
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,9000,79.79
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,2205,19.55
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1000,8.87
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,1008,8.94
2021-12-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2950,26.15
2021-12-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2500,22.16
2021-12-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4410,39.1
2021-12-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,780,6.91
2021-12-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2560,22.7
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3075,27.26
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1550,13.74
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1517,13.45
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,6750,59.84
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,6188,54.86
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,8100,71.81
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,7425,65.82
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4410,39.1
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,969,8.59
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,975,8.64
2021-12-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2560,22.7
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3009,26.68
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1978,17.54
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,7875,69.81
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,8298,73.56
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,9752,86.45
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,1886,16.72
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,998,8.85
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3095,27.44
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2873,25.47
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1554,13.78
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,6688,59.29
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,7740,68.62
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,7200,63.83
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,1474,13.07
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1200,10.64
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,832,7.38
2021-12-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3456,30.64
2021-12-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1730,15.34
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3600,31.91
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1560,13.83
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5667,50.24
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,6645,58.91
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,7200,63.83
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,8397,74.44
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,5427,48.11
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,2293,20.33
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1620,14.36
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,1040,9.22
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2912,25.82
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3600,31.91
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,2138,18.95
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5922,52.5
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,7245,64.23
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,8989,79.69
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,5713,50.65
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,1040,9.22
2021-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,5613,49.76
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3200,28.37
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1975,17.51
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,7780,68.97
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,3996,35.43
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,11997,106.36
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,10823,95.95
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,11196,99.26
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,11997,106.36
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1726,15.3
2021-12-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,5486,48.63
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2700,23.94
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,3313,29.37
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5333,47.28
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,8100,71.81
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,8235,73.01
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,10800,95.74
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,8100,71.81
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4095,36.3
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1500,13.3
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,650,5.76
2021-12-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3200,28.37
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2930,25.98
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2207,19.57
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,4400,39.01
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,4500,39.89
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,5859,51.94
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,5850,51.86
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,6440,57.09
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,8527,75.59
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,3914,34.7
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1153,10.22
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,945,8.38
2021-12-15,Rift Valley,Nakuru,Wakulima (Nakuru),5669,-0.3,36.08,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3012,26.7
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3067,27.19
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,3667,32.51
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1926,17.07
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5200,46.1
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,11400,101.06
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,5949,52.74
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,7790,69.06
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,5000,44.33
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,3125,27.7
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,926,8.21
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,5052,44.79
2021-12-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1552,13.76
2021-12-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1564,13.87
2021-12-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,8161,72.35
2021-12-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,9720,86.17
2021-12-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4725,41.89
2021-12-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3628,32.16
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2648,23.48
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1284,11.38
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5000,44.33
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,6498,57.61
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,9432,83.62
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,2006,17.78
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1085,9.62
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,819,7.26
2021-12-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2606,23.1
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3501,30.89
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1656,14.61
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,8001,70.59
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,6498,57.33
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,6804,60.03
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,1027,9.06
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,906,7.99
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,943,8.32
2022-01-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2944,25.97
2022-01-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,2223,19.61
2022-01-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2223,19.61
2022-01-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,7500,66.17
2022-01-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,7200,63.52
2022-01-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,6300,55.58
2022-01-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,7200,63.52
2022-01-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,7200,63.52
