date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
1981-01-01,1,51325,KE019,427.0,7.3723655,15.759407,,,,,59.59884,,,final
1981-01-11,1,51325,KE019,427.0,4.3255267,19.29477,,,,,38.38492,,,final
1981-01-21,1,51325,KE019,427.0,5.5690866,16.265417,17.26698,51.319595,,,49.700817,39.536823,,final
1981-02-01,1,51325,KE019,427.0,5.882904,12.719282,15.777517,48.27947,,,61.418427,38.99723,,final
1981-02-11,1,51325,KE019,427.0,17.180328,18.768618,28.632318,47.75332,,,93.3177,63.753933,,final
1981-02-21,1,51325,KE019,427.0,3.142857,11.827791,26.206089,43.315693,,,48.389336,64.5879,,final
1981-03-01,1,51325,KE019,427.0,14.15925,29.22014,34.482437,59.81655,,,55.988228,60.914127,,final
1981-03-11,1,51325,KE019,427.0,66.76581,28.629663,84.06792,69.6776,,,213.40031,119.26993,,final
1981-03-21,1,51325,KE019,427.0,141.1288,41.624825,222.05386,99.47463,265.52692,194.10991,313.41415,217.3292,135.86813,final
1981-04-01,1,51325,KE019,427.0,105.70726,73.95238,313.60187,144.20686,363.86182,252.30289,140.22029,213.5303,143.35706,final
1981-04-11,1,51325,KE019,427.0,162.60422,71.15941,409.44028,186.73662,522.1405,304.16754,220.07027,216.15083,170.50319,final
1981-04-21,1,51325,KE019,427.0,42.850117,84.53724,311.1616,229.64902,559.4215,372.43936,53.441586,134.73808,149.53964,final
1981-05-01,1,51325,KE019,427.0,118.25527,68.00289,323.7096,223.69952,671.7939,427.72296,168.83615,143.7299,156.4035,final
1981-05-11,1,51325,KE019,427.0,93.20141,59.47049,254.3068,212.01062,747.815,468.42484,152.31993,119.49037,159.01468,final
1981-05-21,1,51325,KE019,427.0,17.763466,44.92303,229.22015,172.39641,762.4356,501.52005,45.597122,132.03207,151.5114,final
1981-06-01,1,51325,KE019,427.0,15.339579,23.011553,126.30445,127.405075,763.61597,495.3115,72.61139,99.16874,153.62749,final
1981-06-11,1,51325,KE019,427.0,5.941452,17.591335,39.044495,85.52592,702.7916,484.27316,48.43207,48.65402,144.66185,final
1981-06-21,1,51325,KE019,427.0,29.215456,15.58993,50.496487,56.192818,590.8783,458.23825,166.17567,90.69118,128.63322,final
1981-07-01,1,51325,KE019,427.0,10.557377,15.420843,45.714283,48.602108,495.72833,399.70673,76.183815,94.61248,123.72623,final
1981-07-11,1,51325,KE019,427.0,33.22248,15.31413,72.995316,46.3249,366.34656,343.86145,188.15714,151.96388,106.44529,final
1981-07-21,1,51325,KE019,427.0,40.957844,20.081108,84.7377,50.816082,364.45435,279.4053,183.2369,160.77393,129.90416,final
1981-08-01,1,51325,KE019,427.0,34.76581,17.102888,108.94614,52.498127,280.96484,228.50531,179.91226,198.17366,122.4661,final
1981-08-11,1,51325,KE019,427.0,17.36534,17.328728,93.08899,54.512726,205.1288,186.36354,100.16396,164.82019,109.806076,final
1981-08-21,1,51325,KE019,427.0,15.84075,22.460423,67.9719,56.892036,203.20609,163.90094,75.89377,117.901924,123.27112,final
1981-09-01,1,51325,KE019,427.0,9.358314,14.573692,42.564404,54.362843,197.22481,155.46307,73.35516,80.12487,126.02576,final
1981-09-11,1,51325,KE019,427.0,11.793911,13.288603,36.992973,50.322716,203.07727,151.16034,91.827194,75.90548,133.24591,final
1981-09-21,1,51325,KE019,427.0,37.91569,13.700781,59.067917,41.563076,211.77751,149.2712,229.48608,137.59383,140.51717,final
1981-10-01,1,51325,KE019,427.0,21.295082,28.760422,71.004684,55.749805,222.51523,162.61076,77.88731,125.11099,135.74022,final
1981-10-11,1,51325,KE019,427.0,28.861826,37.33669,88.0726,79.79789,218.15459,184.63333,79.98222,109.75816,117.67688,final
1981-10-21,1,51325,KE019,427.0,62.957844,52.245045,113.114746,118.342155,240.15457,216.79727,118.71393,95.76186,110.53092,final
1981-11-01,1,51325,KE019,427.0,26.358315,58.538406,118.177986,148.12013,231.74707,258.2328,49.35332,80.44533,89.938286,final
1981-11-11,1,51325,KE019,427.0,33.088993,57.211945,122.40515,167.99539,247.4707,298.116,61.224567,73.64656,83.29178,final
1981-11-21,1,51325,KE019,427.0,22.046839,47.440826,81.49415,163.19118,253.67682,323.0964,51.575924,51.42609,78.84171,final
1981-12-01,1,51325,KE019,427.0,25.13349,27.59883,80.269325,132.2516,269.452,336.12155,92.43733,62.126286,80.45578,final
1981-12-11,1,51325,KE019,427.0,23.782202,25.58228,70.96253,100.62193,281.44028,348.41522,94.11399,71.91928,81.049225,final
1981-12-21,1,51325,KE019,427.0,29.161592,25.932163,78.077286,79.11327,272.68616,360.6466,110.44035,98.76834,75.94386,final
1982-01-01,1,51325,KE019,427.0,4.3957844,15.759407,57.339577,66.389694,255.78688,346.43607,45.26037,87.32294,74.20606,final
1982-01-11,1,51325,KE019,427.0,14.285714,19.29477,47.84309,62.209213,241.21077,328.69415,79.382164,78.62477,73.78336,final
1982-01-21,1,51325,KE019,427.0,4.913349,16.265417,23.594849,51.319595,183.16628,292.37277,46.617233,50.77247,63.27623,final
1982-02-01,1,51325,KE019,427.0,5.3629975,12.719282,24.56206,48.27947,162.17096,245.9968,58.48429,55.484898,66.60283,final
1982-02-11,1,51325,KE019,427.0,10.046839,18.768618,20.323185,47.75332,139.1288,206.9961,63.305485,48.003017,67.986534,final
1982-02-21,1,51325,KE019,427.0,4.9882903,11.827791,20.398127,43.315693,122.07026,171.64575,59.35592,52.567036,71.935074,final
1982-03-01,1,51325,KE019,427.0,10.065574,29.22014,25.100704,59.81655,107.002335,174.48572,44.02546,46.439842,62.401806,final
1982-03-11,1,51325,KE019,427.0,5.735363,28.629663,20.789227,69.6776,88.955505,179.64012,31.922304,34.53409,50.88575,final
1982-03-21,1,51325,KE019,427.0,37.840748,41.624825,53.641685,99.47463,97.63466,194.10991,91.88399,56.13007,51.546734,final
1982-04-01,1,51325,KE019,427.0,33.161594,73.95238,76.7377,144.20686,126.40047,252.30289,48.334953,54.78146,51.0684,final
1982-04-11,1,51325,KE019,427.0,62.400467,71.15941,133.4028,186.73662,174.51521,304.16754,88.4992,72.183815,58.064056,final
1982-04-21,1,51325,KE019,427.0,139.38408,84.53724,234.94614,229.64902,308.98596,372.43936,161.25589,102.25747,83.18845,final
1982-05-01,1,51325,KE019,427.0,64.02811,68.00289,265.81265,223.69952,367.65106,427.72296,94.555305,118.41418,86.11771,final
1982-05-11,1,51325,KE019,427.0,102.63232,59.47049,306.0445,212.01062,460.23654,468.42484,166.94818,143.33145,98.27041,final
1982-05-21,1,51325,KE019,427.0,51.885246,44.92303,218.54568,172.39641,507.1335,501.52005,113.9459,126.01478,101.10825,final
1982-06-01,1,51325,KE019,427.0,11.330211,23.011553,165.84778,127.405075,508.39813,495.3115,58.29813,129.03416,102.6157,final
1982-06-11,1,51325,KE019,427.0,12.758782,17.591335,75.97424,85.52592,515.4215,484.27316,78.60882,89.448685,106.36626,final
1982-06-21,1,51325,KE019,427.0,22.23185,15.58993,46.320843,56.192818,499.81265,458.23825,132.2581,83.86743,108.97473,final
1982-07-01,1,51325,KE019,427.0,18.995316,15.420843,53.985947,48.602108,485.64636,399.70673,117.504036,110.04408,121.23504,final
1982-07-11,1,51325,KE019,427.0,10.665106,15.31413,51.892273,46.3249,433.911,343.86145,77.114334,110.847305,125.81241,final
1982-07-21,1,51325,KE019,427.0,18.751757,20.081108,48.412178,50.816082,313.27875,279.4053,94.69979,95.69317,111.91027,final
1982-08-01,1,51325,KE019,427.0,17.283373,17.102888,46.700233,52.498127,266.53397,228.50531,100.816574,89.91638,116.285995,final
1982-08-11,1,51325,KE019,427.0,19.473068,17.328728,55.508198,54.512726,183.37471,186.36354,109.6035,101.67271,98.43814,final
1982-08-21,1,51325,KE019,427.0,18.180328,22.460423,54.936768,56.892036,149.6698,163.90094,84.41359,96.84084,91.57427,final
1982-09-01,1,51325,KE019,427.0,15.459017,14.573692,53.11241,54.362843,153.79858,155.46307,104.523026,97.89358,98.96269,final
1982-09-11,1,51325,KE019,427.0,18.896955,13.288603,52.5363,50.322716,159.93677,151.16034,130.66583,104.00122,105.62013,final
1982-09-21,1,51325,KE019,427.0,16.550352,13.700781,50.906326,41.563076,154.25526,149.2712,115.23772,120.065796,103.23071,final
1982-10-01,1,51325,KE019,427.0,23.789227,28.760422,59.236534,55.749805,159.04918,162.61076,85.27508,105.73949,97.87509,final
1982-10-11,1,51325,KE019,427.0,126.5363,37.33669,166.87589,79.79789,274.92038,184.63333,310.69104,202.68886,147.61137,final
1982-10-21,1,51325,KE019,427.0,82.52225,52.245045,232.84778,118.342155,338.6909,216.79727,152.89053,192.83575,154.95723,final
1982-11-01,1,51325,KE019,427.0,49.323185,58.538406,258.38174,148.12013,370.73068,258.2328,85.49661,172.00987,142.73705,final
1982-11-11,1,51325,KE019,427.0,67.34192,57.211945,199.18735,167.99539,418.59955,298.116,116.28301,118.03051,139.74834,final
1982-11-21,1,51325,KE019,427.0,108.2623,47.440826,224.9274,163.19118,508.6815,323.0964,215.98116,136.70598,156.5642,final
1982-12-01,1,51325,KE019,427.0,58.857143,27.59883,234.46136,132.2516,552.0796,336.12155,195.88783,174.4689,163.30824,final
1982-12-11,1,51325,KE019,427.0,14.929743,25.58228,182.0492,100.62193,548.1124,348.41522,65.16762,177.09314,156.50497,final
1982-12-21,1,51325,KE019,427.0,23.892271,25.932163,97.67916,79.11327,555.45435,360.6466,93.40527,122.07248,153.2776,final
1983-01-01,1,51325,KE019,427.0,7.6744733,15.759407,46.496487,66.389694,539.3396,346.43607,61.054115,72.13434,154.89009,final
1983-01-11,1,51325,KE019,427.0,5.416862,19.29477,36.983604,62.209213,418.22015,328.69415,42.876976,62.467037,126.82875,final
1983-01-21,1,51325,KE019,427.0,7.173302,16.265417,20.264637,51.319595,342.87122,292.37277,57.244595,44.85941,116.98153,final
1983-02-01,1,51325,KE019,427.0,6.777518,12.719282,19.367682,48.27947,300.32556,245.9968,66.46724,45.735596,121.6452,final
1983-02-11,1,51325,KE019,427.0,55.081966,18.768618,69.03278,47.75332,288.06558,206.9961,252.77855,140.33768,138.24103,final
1983-02-21,1,51325,KE019,427.0,5.562061,11.827791,67.42155,43.315693,185.36534,171.64575,62.76558,149.8924,107.76672,final
1983-03-01,1,51325,KE019,427.0,7.12178,29.22014,67.76581,59.81655,133.62997,174.48572,35.422943,112.26424,77.237335,final
1983-03-11,1,51325,KE019,427.0,7.175644,28.629663,19.859486,69.6776,125.87587,179.64012,36.205074,33.28908,70.8816,final
1983-03-21,1,51325,KE019,427.0,27.08665,41.624825,41.384075,99.47463,129.07025,194.10991,68.81882,44.397453,67.33479,final
1983-04-01,1,51325,KE019,427.0,18.149883,73.95238,52.412178,144.20686,139.54567,252.30289,29.321325,38.478245,56.177242,final
1983-04-11,1,51325,KE019,427.0,49.039814,71.15941,94.27635,186.73662,183.16861,304.16754,70.95619,51.77746,60.862988,final
1983-04-21,1,51325,KE019,427.0,171.43091,84.53724,238.6206,229.64902,347.4262,372.43936,197.04752,103.82341,93.37293,final
1983-05-01,1,51325,KE019,427.0,54.039814,68.00289,274.51053,223.69952,394.68854,427.72296,80.87326,122.21737,92.36592,final
1983-05-11,1,51325,KE019,427.0,42.639343,59.47049,268.11005,212.01062,382.2459,468.42484,73.89326,125.851,81.79671,final
1983-05-21,1,51325,KE019,427.0,54.262295,44.92303,150.94145,172.39641,430.94617,501.52005,118.70732,87.90564,86.06691,final
1983-06-01,1,51325,KE019,427.0,22.313818,23.011553,119.21546,127.405075,446.13818,495.3115,97.50912,93.81473,90.17146,final
1983-06-11,1,51325,KE019,427.0,25.17096,17.591335,101.74707,85.52592,464.1335,484.27316,133.55103,117.91879,95.883766,final
1983-06-21,1,51325,KE019,427.0,23.18501,15.58993,70.66979,56.192818,460.23184,458.23825,136.88736,123.65797,100.43036,final
1983-07-01,1,51325,KE019,427.0,15.653396,15.420843,64.00937,48.602108,457.73532,399.70673,101.13881,128.74376,114.33843,final
1983-07-11,1,51325,KE019,427.0,18.950819,15.31413,57.789223,46.3249,427.6463,343.86145,117.90227,122.336754,124.016655,final
1983-07-21,1,51325,KE019,427.0,19.522247,20.081108,54.12646,50.816082,275.7377,279.4053,97.77179,105.93086,98.71043,final
1983-08-01,1,51325,KE019,427.0,11.894613,17.102888,50.367683,52.498127,233.5925,228.50531,76.436226,96.29476,102.17862,final
1983-08-11,1,51325,KE019,427.0,20.529274,17.328728,51.946136,54.512726,211.48242,186.36354,114.33376,95.68733,113.12627,final
1983-08-21,1,51325,KE019,427.0,33.091335,22.460423,65.51523,56.892036,190.3115,163.90094,138.7136,113.93263,115.6367,final
1983-09-01,1,51325,KE019,427.0,16.81733,14.573692,70.43794,54.362843,184.815,155.46307,111.46251,127.07939,118.29201,final
1983-09-11,1,51325,KE019,427.0,9.686183,13.288603,59.59485,50.322716,169.3302,151.16034,80.302376,116.760086,111.63538,final
1983-09-21,1,51325,KE019,427.0,11.065574,13.700781,37.569088,41.563076,157.21077,149.2712,85.90858,91.42242,105.1465,final
1983-10-01,1,51325,KE019,427.0,45.564404,28.760422,66.31616,55.749805,187.12178,162.61076,149.7742,117.393234,114.62377,final
1983-10-11,1,51325,KE019,427.0,24.63466,37.33669,81.26464,79.79789,192.80562,184.63333,69.99758,101.729706,104.309525,final
1983-10-21,1,51325,KE019,427.0,39.107727,52.245045,109.30679,118.342155,212.3911,216.79727,77.050735,92.67455,98.01343,final
1983-11-01,1,51325,KE019,427.0,49.363,58.538406,113.105385,148.12013,249.8595,258.2328,85.55927,77.1325,96.81905,final
1983-11-11,1,51325,KE019,427.0,25.894613,57.211945,114.36534,167.99539,255.22481,298.116,49.66026,68.999146,85.84991,final
1983-11-21,1,51325,KE019,427.0,26.71897,47.440826,101.976585,163.19118,248.85246,323.0964,60.485256,63.604156,77.37131,final
1983-12-01,1,51325,KE019,427.0,33.018734,27.59883,85.63232,132.2516,265.05383,336.12155,116.62606,66.03371,79.16645,final
1983-12-11,1,51325,KE019,427.0,12.149883,25.58228,71.88759,100.62193,267.51755,348.41522,56.077843,72.7951,77.10973,final
1983-12-21,1,51325,KE019,427.0,78.37471,25.932163,123.54333,79.11327,334.82672,360.6466,269.5405,152.8217,92.93857,final
1984-01-01,1,51325,KE019,427.0,8.906323,15.759407,99.43092,66.389694,298.1686,346.43607,66.98806,146.28291,86.265656,final
1984-01-11,1,51325,KE019,427.0,4.943794,19.29477,92.22483,62.209213,278.47772,328.69415,40.929775,144.65997,84.95136,final
1984-01-21,1,51325,KE019,427.0,5.306792,16.265417,19.156908,51.319595,244.67682,292.37277,48.467384,42.892544,83.960884,final
1984-02-01,1,51325,KE019,427.0,3.6299765,12.719282,13.880562,48.27947,198.94379,245.9968,48.70387,35.436844,81.25354,final
1984-02-11,1,51325,KE019,427.0,3.0702577,18.768618,12.007027,47.75332,176.11943,206.9961,33.953415,32.23878,85.435265,final
1984-02-21,1,51325,KE019,427.0,4.374707,11.827791,11.074942,43.315693,153.77516,171.64575,55.70967,33.27064,89.88338,final
1984-03-01,1,51325,KE019,427.0,7.7330213,29.22014,15.177986,59.81655,128.48947,174.48572,37.209145,31.130917,74.373314,final
1984-03-11,1,51325,KE019,427.0,7.1451993,28.629663,19.252928,69.6776,123.484795,179.64012,36.114544,32.476845,69.58661,final
1984-03-21,1,51325,KE019,427.0,11.981265,41.624825,26.859486,99.47463,57.091335,194.10991,36.421085,30.49495,31.184452,final
1984-04-01,1,51325,KE019,427.0,29.98829,73.95238,49.114754,144.20686,78.1733,252.30289,44.315685,36.268272,32.325058,final
1984-04-11,1,51325,KE019,427.0,32.751755,71.15941,74.72131,186.73662,105.98126,304.16754,49.56939,41.578556,35.8968,final
1984-04-21,1,51325,KE019,427.0,65.843094,84.53724,128.58313,229.64902,166.51756,372.43936,79.121376,56.92891,45.442413,final
1984-05-01,1,51325,KE019,427.0,14.859485,68.00289,113.45433,223.69952,177.74707,427.72296,27.203697,51.794743,42.231888,final
1984-05-11,1,51325,KE019,427.0,13.80562,59.47049,94.508194,212.01062,188.48242,468.42484,29.169346,45.85407,40.868668,final
1984-05-21,1,51325,KE019,427.0,8.920375,44.92303,37.58548,172.39641,193.0281,501.52005,27.883673,24.00583,39.095806,final
1984-06-01,1,51325,KE019,427.0,8.615925,23.011553,31.341919,127.405075,193.911,495.3115,48.608246,27.447527,39.75743,final
1984-06-11,1,51325,KE019,427.0,7.566745,17.591335,25.103046,85.52592,194.33255,484.27316,55.626392,33.253513,40.740543,final
1984-06-21,1,51325,KE019,427.0,7.793911,15.58993,23.976582,56.192818,190.14519,458.23825,62.136738,47.352913,42.12631,final
1984-07-01,1,51325,KE019,427.0,11.290399,15.420843,26.651054,48.602108,171.44731,399.70673,79.773384,59.048153,43.59881,final
1984-07-11,1,51325,KE019,427.0,12.625293,15.31413,31.709602,46.3249,151.32085,343.86145,86.763725,71.52396,44.80886,final
1984-07-21,1,51325,KE019,427.0,28.772833,20.081108,52.688522,50.816082,114.25059,279.4053,134.65448,103.35466,41.929806,final
1984-08-01,1,51325,KE019,427.0,18.918034,17.102888,60.31616,52.498127,118.30913,228.50531,108.21226,113.59702,52.80785,final
1984-08-11,1,51325,KE019,427.0,7.9180326,17.328728,55.6089,54.512726,112.42154,186.36354,57.853867,101.84191,61.360455,final
1984-08-21,1,51325,KE019,427.0,9.723654,22.460423,36.559723,56.892036,113.22483,163.90094,53.61773,67.14874,69.99655,final
1984-09-01,1,51325,KE019,427.0,27.473068,14.573692,45.114754,54.362843,132.08197,155.46307,165.9016,84.42108,85.428986,final
1984-09-11,1,51325,KE019,427.0,14.8969555,13.288603,52.09368,50.322716,139.41217,151.16034,108.79428,103.20115,92.47686,final
1984-09-21,1,51325,KE019,427.0,6.4192038,13.700781,48.78923,41.563076,138.03746,149.2712,61.06271,115.51907,92.71819,final
1984-10-01,1,51325,KE019,427.0,68.96253,28.760422,90.27869,55.749805,195.70961,162.61076,219.0806,156.83784,119.74745,final
1984-10-11,1,51325,KE019,427.0,41.20609,37.33669,116.58783,79.79789,224.2904,184.63333,109.13959,143.38545,120.912506,final
1984-10-21,1,51325,KE019,427.0,69.72131,52.245045,179.88994,118.342155,265.2389,216.79727,130.52888,149.90004,121.84049,final
1984-11-01,1,51325,KE019,427.0,64.15925,58.538406,175.08664,148.12013,310.4801,258.2328,108.84637,117.611336,119.848335,final
1984-11-11,1,51325,KE019,427.0,75.97658,57.211945,209.85713,167.99539,378.53864,298.116,130.16243,124.19819,126.53197,final
1984-11-21,1,51325,KE019,427.0,39.709602,47.440826,179.84543,163.19118,408.5246,323.0964,85.25725,109.90198,126.03753,final
1984-12-01,1,51325,KE019,427.0,25.039812,27.59883,140.726,132.2516,406.09134,336.12155,92.14996,106.17435,120.51169,final
1984-12-11,1,51325,KE019,427.0,34.07026,25.58228,98.81967,100.62193,425.26462,348.41522,127.75457,98.29367,121.74479,final
1984-12-21,1,51325,KE019,427.0,8.449649,25.932163,67.559715,79.11327,427.29507,360.6466,43.481113,86.26429,118.22756,final
1985-01-01,1,51325,KE019,427.0,3.2880561,15.759407,45.807964,66.389694,361.6206,346.43607,39.924343,71.16989,104.32072,final
1985-01-11,1,51325,KE019,427.0,3.880562,19.29477,15.618267,62.209213,324.29507,328.69415,36.55339,30.677738,98.68171,final
1985-01-21,1,51325,KE019,427.0,14.491803,16.265417,21.660421,51.319595,269.06558,292.37277,91.65963,47.337734,92.1623,final
1985-02-01,1,51325,KE019,427.0,49.847775,12.719282,68.22014,48.27947,254.75412,245.9968,309.53723,137.42656,103.48901,final
1985-02-11,1,51325,KE019,427.0,14.398127,18.768618,78.7377,47.75332,193.17564,206.9961,81.61235,158.73448,93.480804,final
1985-02-21,1,51325,KE019,427.0,10.140515,11.827791,74.38642,43.315693,163.60657,171.64575,89.973274,164.30774,95.448975,final
1985-03-01,1,51325,KE019,427.0,10.077283,29.22014,34.615925,59.81655,148.64404,174.48572,44.059677,61.120075,85.60238,final
1985-03-11,1,51325,KE019,427.0,14.613584,28.629663,34.831383,69.6776,129.18735,179.64012,58.322273,53.337795,72.67507,final
1985-03-21,1,51325,KE019,427.0,124.44262,41.624825,149.13348,99.47463,245.18033,194.10991,277.62598,147.53197,125.64935,final
1985-04-01,1,51325,KE019,427.0,58.412178,73.95238,197.46838,144.20686,300.30444,252.30289,80.31699,135.69643,118.655655,final
1985-04-11,1,51325,KE019,427.0,152.8712,71.15941,335.726,186.73662,449.2951,304.16754,207.29048,177.70525,146.9414,final
1985-04-21,1,51325,KE019,427.0,66.10304,84.53724,277.3864,229.64902,500.9063,372.43936,79.4117,120.34418,134.03644,final
1985-05-01,1,51325,KE019,427.0,74.035126,68.00289,293.00937,223.69952,525.0936,427.72296,108.263,130.30608,122.50185,final
1985-05-11,1,51325,KE019,427.0,56.81967,59.47049,196.95784,212.01062,567.5152,468.42484,95.88832,93.063576,120.93054,final
1985-05-21,1,51325,KE019,427.0,37.175644,44.92303,168.03044,172.39641,594.55035,501.52005,84.48134,97.538864,118.36656,final
1985-06-01,1,51325,KE019,427.0,12.086651,23.011553,106.08197,127.405075,596.55975,495.3115,60.99858,83.89555,120.23704,final
1985-06-11,1,51325,KE019,427.0,25.711945,17.591335,74.97424,85.52592,607.6581,484.27316,135.94568,88.34403,125.217995,final
1985-06-21,1,51325,KE019,427.0,16.372366,15.58993,54.17096,56.192818,499.58783,458.23825,103.800095,96.69592,108.9262,final
1985-07-01,1,51325,KE019,427.0,20.30445,15.420843,62.388763,48.602108,461.4801,399.70673,123.91481,125.72036,115.26373,final
1985-07-11,1,51325,KE019,427.0,24.80562,15.31413,61.482437,46.3249,333.41452,343.86145,146.72359,129.53252,97.005424,final
1985-07-21,1,51325,KE019,427.0,19.850117,20.081108,64.96019,50.816082,287.1616,279.4053,99.079025,125.34056,102.727196,final
1985-08-01,1,51325,KE019,427.0,13.76815,17.102888,58.42389,52.498127,226.89459,228.50531,84.91266,110.306015,99.3102,final
1985-08-11,1,51325,KE019,427.0,12.34192,17.328728,45.960186,54.512726,182.41687,186.36354,77.666405,85.62906,97.93761,final
1985-08-21,1,51325,KE019,427.0,16.175644,22.460423,42.285713,56.892036,161.41685,163.90094,77.11333,76.40032,98.52927,final
1985-09-01,1,51325,KE019,427.0,12.250586,14.573692,40.76815,54.362843,161.5808,155.46307,88.131485,77.09899,103.81254,final
1985-09-11,1,51325,KE019,427.0,7.407494,13.288603,35.833725,50.322716,143.27635,151.16034,67.842766,73.81005,94.95135,final
1985-09-21,1,51325,KE019,427.0,15.302108,13.700781,34.960186,41.563076,142.20609,149.2712,108.5629,85.81947,95.420334,final
1985-10-01,1,51325,KE019,427.0,17.449648,28.760422,40.15925,55.749805,139.35129,162.61076,66.49695,74.33645,86.122925,final
1985-10-11,1,51325,KE019,427.0,21.971897,37.33669,54.72365,79.79789,136.51756,184.63333,63.70809,70.43059,74.626945,final
1985-10-21,1,51325,KE019,427.0,41.85246,52.245045,81.274,118.342155,158.51991,216.79727,81.845436,69.94689,73.724945,final
1985-11-01,1,51325,KE019,427.0,71.257614,58.538406,135.08197,148.12013,216.00937,258.2328,120.018135,91.48501,83.95966,final
1985-11-11,1,51325,KE019,427.0,27.90164,57.211945,141.01172,167.99539,231.56909,298.116,52.88637,84.402084,78.04573,final
1985-11-21,1,51325,KE019,427.0,36.346603,47.440826,135.50586,163.19118,251.74005,323.0964,78.8443,83.539375,78.2514,final
1985-12-01,1,51325,KE019,427.0,20.156908,27.59883,84.40515,132.2516,259.64636,336.12155,77.171196,65.1396,77.58125,final
1985-12-11,1,51325,KE019,427.0,10.227166,25.58228,66.730675,100.62193,262.46603,348.41522,49.790813,67.91267,75.68039,final
1985-12-21,1,51325,KE019,427.0,10.625293,25.932163,41.00937,79.11327,257.78925,360.6466,50.51471,54.699295,71.869736,final
1986-01-01,1,51325,KE019,427.0,8.332553,15.759407,29.185013,66.389694,248.67213,346.43607,64.22415,47.885082,72.18159,final
1986-01-11,1,51325,KE019,427.0,7.222482,19.29477,26.180328,62.209213,233.92273,328.69415,50.30911,46.392937,71.59932,final
1986-01-21,1,51325,KE019,427.0,5.5058546,16.265417,21.06089,51.319595,197.57613,292.37277,49.403473,46.27322,68.12195,final
1986-02-01,1,51325,KE019,427.0,4.3395786,12.719282,17.067915,48.27947,130.65807,245.9968,52.70856,41.419174,54.04773,final
1986-02-11,1,51325,KE019,427.0,4.8009367,18.768618,14.64637,47.75332,107.55736,206.9961,41.23478,37.24196,53.09407,final
1986-02-21,1,51325,KE019,427.0,2.8501172,11.827791,11.990633,43.315693,74.06089,171.64575,46.64972,35.165867,44.756744,final
1986-03-01,1,51325,KE019,427.0,41.37939,29.22014,49.030445,59.81655,95.28337,174.48572,135.53246,83.359024,55.87262,final
1986-03-11,1,51325,KE019,427.0,6.8079624,28.629663,51.037468,69.6776,91.864174,179.64012,35.111748,75.0392,52.461063,final
1986-03-21,1,51325,KE019,427.0,21.501171,41.624825,69.68852,99.47463,102.740036,194.10991,56.839188,71.489624,54.110836,final
1986-04-01,1,51325,KE019,427.0,85.35597,73.95238,113.66511,144.20686,179.76346,252.30289,114.443634,79.530594,71.80777,final
1986-04-11,1,51325,KE019,427.0,62.142857,71.15941,169.0,186.73662,234.68384,304.16754,88.16094,90.74949,77.52555,final
1986-04-21,1,51325,KE019,427.0,172.6534,84.53724,320.15222,229.64902,401.83136,372.43936,198.41286,138.56961,107.78722,final
1986-05-01,1,51325,KE019,427.0,87.37705,68.00289,322.1733,223.69952,484.86887,427.72296,126.538895,143.05815,113.206116,final
1986-05-11,1,51325,KE019,427.0,34.44965,59.47049,294.4801,212.01062,514.5176,468.42484,61.190243,138.00252,109.73602,final
1986-05-21,1,51325,KE019,427.0,68.690865,44.92303,190.51758,172.39641,580.35834,501.52005,147.60896,110.215065,115.56469,final
1986-06-01,1,51325,KE019,427.0,17.3911,23.011553,120.53162,127.405075,556.37006,495.3115,79.935234,94.80876,112.20411,final
1986-06-11,1,51325,KE019,427.0,43.014053,17.591335,129.09601,85.52592,592.5761,484.27316,212.53305,148.12996,122.135475,final
1986-06-21,1,51325,KE019,427.0,16.57377,15.58993,76.97892,56.192818,587.6487,458.23825,104.77827,133.96822,127.93604,final
1986-07-01,1,51325,KE019,427.0,8.960187,15.420843,68.54801,48.602108,511.25293,399.70673,68.36244,137.21104,127.56224,final
1986-07-11,1,51325,KE019,427.0,18.482435,15.31413,44.016396,46.3249,467.59247,343.86145,115.596565,95.502174,135.46709,final
1986-07-21,1,51325,KE019,427.0,10.606558,20.081108,38.04918,50.816082,305.54565,279.4053,62.224358,77.12684,109.19122,final
1986-08-01,1,51325,KE019,427.0,9.718969,17.102888,38.80796,52.498127,227.88759,228.50531,66.592964,76.19024,99.73546,final
1986-08-11,1,51325,KE019,427.0,19.398127,17.328728,39.723656,54.512726,212.83606,186.36354,109.267876,75.149734,113.83363,final
1986-08-21,1,51325,KE019,427.0,12.077283,22.460423,41.194378,56.892036,156.22249,163.90094,62.18871,74.63703,95.45387,final
1986-09-01,1,51325,KE019,427.0,13.437939,14.573692,44.91335,54.362843,152.26933,155.46307,94.19755,84.0818,98.00967,final
1986-09-11,1,51325,KE019,427.0,19.889929,13.288603,45.40515,50.322716,129.1452,151.16034,136.09529,91.11113,85.90222,final
1986-09-21,1,51325,KE019,427.0,7.5433254,13.700781,40.871193,41.563076,120.11476,149.2712,67.07381,98.5141,81.10053,final
1986-10-01,1,51325,KE019,427.0,23.407494,28.760422,50.840748,55.749805,134.56207,162.61076,84.14436,91.91922,83.26558,final
1986-10-11,1,51325,KE019,427.0,17.0726,37.33669,48.02342,79.79789,133.15222,184.63333,52.135868,62.52917,72.85229,final
